applicant_id,Status,applied_platform,platform_logo_url,company,company_logo_url,job_title,Industry,skills_mentioned,Education,Age Group,Years of Experience,hired,salary_offer_in_inr,Monthly Salary (INR),AI Risk,Location,application_date
A1222,Intern,Naukri,https://logo.clearbit.com/naukri.com,IBM,https://logo.clearbit.com/ibm.com,Software Engineer,Education,"Kubernetes, Problem Solving, Git",Diploma,35-44,4,No,,,High,Bangalore,19-04-2024
A1223,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Zomato,https://logo.clearbit.com/zomato.com,Finance Analyst,Marketing,"Machine Learning, SEO, Docker, AWS",High School,35-44,4,No,,,High,Gurugram,25-04-2024
A1224,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Zomato,https://logo.clearbit.com/zomato.com,Product Manager,Information Technology,"Python, CSS, Communication, Presentation",Master's Degree,25-34,8,No,,,Low,Pune,29-10-2024
A1225,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Flipkart,https://logo.clearbit.com/flipkart.com,Data Scientist,Healthcare,"Machine Learning, Communication, Java, Tableau, C++, JavaScript",High School,55+,1,No,,,High,Chennai,08-07-2024
A1226,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Zoho,https://logo.clearbit.com/zoho.com,HR Executive,Finance,"Docker, Tableau, Azure",Master's Degree,35-44,3,Yes,420439,35037,High,Pune,02-04-2025
A1227,Intern,Internshala,https://logo.clearbit.com/internshala.com,IBM,https://logo.clearbit.com/ibm.com,Data Analyst,Information Technology,"Linux, Excel, HTML, Azure, SQL",Bachelor's Degree,18-24,6,Yes,528527,44044,Low,Delhi,01-05-2024
A1228,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Flipkart,https://logo.clearbit.com/flipkart.com,Data Scientist,Information Technology,"HTML, JavaScript, Linux, Kubernetes, Excel",Master's Degree,35-44,2,No,,,High,Gurugram,21-09-2025
A1229,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Amazon,https://logo.clearbit.com/amazon.com,Finance Analyst,Marketing,"SEO, CSS, Git, Excel",Master's Degree,45-54,7,No,,,High,Ahmedabad,01-03-2025
A1230,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Sales Executive,Finance,"C++, Leadership, Git, Presentation",Diploma,18-24,7,No,,,Low,Noida,24-03-2024
A1231,Employed,Indeed,https://logo.clearbit.com/indeed.com,Swiggy,https://logo.clearbit.com/swiggy.com,Business Analyst,Manufacturing,"Problem Solving, JavaScript, SQL",Diploma,55+,7,Yes,736563,61380,Moderate,Pune,14-07-2025
A1232,Employed,Naukri,https://logo.clearbit.com/naukri.com,LTI,https://logo.clearbit.com/lntinfotech.com,Machine Learning Engineer,Education,"Communication, Machine Learning, SEO, JavaScript",Diploma,35-44,8,No,,,High,Delhi,29-07-2024
A1233,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Wipro,https://logo.clearbit.com/wipro.com,Mobile App Developer,Healthcare,"SEO, React, Machine Learning",PhD,25-34,6,No,,,Moderate,Chennai,01-03-2025
A1234,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,TCS,https://logo.clearbit.com/tcs.com,Mobile App Developer,Marketing,"CSS, Python, Tableau, Docker, Teamwork",Bachelor's Degree,25-34,2,Yes,793531,66128,Moderate,Bangalore,04-01-2024
A1235,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Wipro,https://logo.clearbit.com/wipro.com,Software Engineer,Human Resources,"Excel, HTML, Java, Data Visualization, SQL, Leadership",Bachelor's Degree,35-44,0,No,,,High,Mumbai,28-04-2025
A1236,Intern,Internshala,https://logo.clearbit.com/internshala.com,Adobe,https://logo.clearbit.com/adobe.com,Marketing Intern,Marketing,"Leadership, Linux, CSS, Power BI",Master's Degree,45-54,5,Yes,10557,880,High,Hyderabad,18-01-2025
A1237,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,HCL,https://logo.clearbit.com/hcltech.com,Data Scientist,Manufacturing,"C++, Data Visualization, React",Diploma,25-34,0,Yes,867274,72273,Moderate,Delhi,22-12-2024
A1238,Intern,Naukri,https://logo.clearbit.com/naukri.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Data Scientist,Healthcare,"CSS, Azure, Teamwork, Python",Bachelor's Degree,18-24,3,No,,,High,Delhi,24-01-2024
A1239,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,UI/UX Designer,Education,"Teamwork, Azure, Presentation, SEO, Excel, React",Bachelor's Degree,45-54,2,No,,,Low,Hyderabad,09-10-2024
A1240,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,TCS,https://logo.clearbit.com/tcs.com,UI/UX Designer,Human Resources,"Azure, AWS, Java",Master's Degree,55+,8,No,,,High,Chennai,13-04-2024
A1241,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Zomato,https://logo.clearbit.com/zomato.com,Software Engineer,Marketing,"CSS, SQL, Tableau, SEO",Master's Degree,55+,7,No,,,Low,Delhi,27-08-2024
A1242,Intern,Naukri,https://logo.clearbit.com/naukri.com,TCS,https://logo.clearbit.com/tcs.com,Machine Learning Engineer,Information Technology,"Azure, Teamwork, CSS, Problem Solving, Communication",High School,25-34,8,No,,,Moderate,Hyderabad,14-08-2025
A1243,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Accenture,https://logo.clearbit.com/accenture.com,DevOps Engineer,Marketing,"C++, Machine Learning, Azure, Power BI",High School,45-54,3,No,,,Moderate,Delhi,03-11-2024
A1244,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Marketing Intern,Healthcare,"Data Visualization, Digital Marketing, SQL, Excel, Linux, C++",Master's Degree,25-34,7,No,,,Low,Mumbai,25-01-2025
A1245,Intern,Internshala,https://logo.clearbit.com/internshala.com,Adobe,https://logo.clearbit.com/adobe.com,UI/UX Designer,Finance,"Kubernetes, Tableau, Node.js, Leadership",High School,55+,6,No,,,Moderate,Kolkata,04-07-2025
A1246,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Accenture,https://logo.clearbit.com/accenture.com,DevOps Engineer,Manufacturing,"Presentation, SEO, SQL, Data Visualization",Bachelor's Degree,25-34,5,No,,,Moderate,Mumbai,26-02-2025
A1247,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Swiggy,https://logo.clearbit.com/swiggy.com,Machine Learning Engineer,E-commerce,"Azure, Docker, AWS, Communication, Linux, Java",Master's Degree,45-54,4,No,,,Moderate,Mumbai,05-04-2025
A1248,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Sales Executive,Education,"Docker, Tableau, C++",Master's Degree,35-44,8,Yes,380661,31722,Low,Bangalore,11-09-2025
A1249,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Wipro,https://logo.clearbit.com/wipro.com,Sales Executive,Information Technology,"Digital Marketing, AWS, Communication, Kubernetes",Diploma,55+,2,No,,,Low,Gurugram,16-01-2024
A1250,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Google,https://logo.clearbit.com/google.com,Finance Analyst,Human Resources,"HTML, Git, AWS, Tableau",Bachelor's Degree,35-44,7,No,,,Moderate,Kolkata,02-09-2024
A1251,Intern,Internshala,https://logo.clearbit.com/internshala.com,IBM,https://logo.clearbit.com/ibm.com,Data Scientist,Human Resources,"Data Visualization, Linux, Excel, Kubernetes, Docker, Leadership",Bachelor's Degree,45-54,6,No,,,Low,Bangalore,09-06-2025
A1252,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,Finance Analyst,Finance,"AWS, Excel, Communication, Power BI, SQL",PhD,55+,2,No,,,Low,Hyderabad,30-07-2025
A1253,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Infosys,https://logo.clearbit.com/infosys.com,Product Manager,Finance,"Kubernetes, React, AWS, Communication, Azure, Tableau",PhD,25-34,2,Yes,1239624,103302,Moderate,Mumbai,06-08-2025
A1254,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Quality Analyst,E-commerce,"Leadership, Teamwork, Digital Marketing, CSS, Linux",Diploma,25-34,6,No,,,High,Bangalore,17-05-2025
A1255,Employed,Naukri,https://logo.clearbit.com/naukri.com,Ola,https://logo.clearbit.com/olacabs.com,Marketing Intern,Human Resources,"CSS, Data Visualization, Digital Marketing, Node.js",PhD,25-34,0,No,,,Moderate,Noida,09-07-2025
A1256,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,TCS,https://logo.clearbit.com/tcs.com,Frontend Developer,Healthcare,"Leadership, Python, Power BI",High School,55+,2,No,,,High,Ahmedabad,20-05-2024
A1257,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Amazon,https://logo.clearbit.com/amazon.com,Data Analyst,Human Resources,"Machine Learning, SEO, Excel, SQL",Master's Degree,55+,8,No,,,Moderate,Bangalore,24-09-2025
A1258,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Paytm,https://logo.clearbit.com/paytm.com,Data Analyst,Manufacturing,"Data Visualization, Power BI, Python",High School,25-34,7,No,,,Low,Gurugram,18-01-2024
A1259,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,DevOps Engineer,Information Technology,"Machine Learning, Teamwork, HTML",Bachelor's Degree,25-34,1,No,,,Moderate,Mumbai,16-03-2025
A1260,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Google,https://logo.clearbit.com/google.com,Machine Learning Engineer,Human Resources,"AWS, Git, Machine Learning, Docker",PhD,35-44,3,No,,,Low,Chennai,28-12-2024
A1261,Employed,Indeed,https://logo.clearbit.com/indeed.com,Wipro,https://logo.clearbit.com/wipro.com,Business Analyst,Finance,"SEO, Problem Solving, Azure, HTML, Leadership, Kubernetes",High School,55+,0,No,,,Moderate,Bangalore,23-03-2024
A1262,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,HCL,https://logo.clearbit.com/hcltech.com,Data Scientist,Marketing,"Data Visualization, Digital Marketing, SQL, Linux, Python, Node.js",Bachelor's Degree,25-34,6,No,,,Moderate,Mumbai,25-03-2024
A1263,Intern,Indeed,https://logo.clearbit.com/indeed.com,Zoho,https://logo.clearbit.com/zoho.com,Backend Developer,Healthcare,"Azure, AWS, HTML",PhD,45-54,6,No,,,High,Chennai,03-08-2025
A1264,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,TCS,https://logo.clearbit.com/tcs.com,Frontend Developer,Healthcare,"Data Visualization, Problem Solving, C++, SQL, Node.js",Master's Degree,25-34,0,Yes,543946,45329,Moderate,Bangalore,18-11-2024
A1265,Employed,Naukri,https://logo.clearbit.com/naukri.com,LTI,https://logo.clearbit.com/lntinfotech.com,Machine Learning Engineer,Marketing,"Java, Kubernetes, Node.js, Problem Solving, Azure, CSS",Master's Degree,55+,7,No,,,Moderate,Mumbai,02-02-2025
A1266,Intern,Internshala,https://logo.clearbit.com/internshala.com,HCL,https://logo.clearbit.com/hcltech.com,Machine Learning Engineer,Marketing,"Machine Learning, CSS, Excel",PhD,25-34,0,Yes,836116,69676,High,Mumbai,24-02-2024
A1267,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Accenture,https://logo.clearbit.com/accenture.com,Frontend Developer,Information Technology,"Git, Leadership, Tableau, Communication, Python",Master's Degree,35-44,3,Yes,575690,47974,Moderate,Ahmedabad,11-10-2025
A1268,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Paytm,https://logo.clearbit.com/paytm.com,HR Executive,Information Technology,"Data Visualization, Tableau, Power BI, Node.js, C++",Diploma,18-24,5,No,,,Low,Hyderabad,22-08-2025
A1269,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Byjus,https://logo.clearbit.com/byjus.com,DevOps Engineer,E-commerce,"HTML, Java, Docker, React",PhD,55+,1,No,,,Low,Ahmedabad,24-01-2025
A1270,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Zoho,https://logo.clearbit.com/zoho.com,Business Analyst,Manufacturing,"Java, Python, Kubernetes",Diploma,55+,4,No,,,High,Hyderabad,31-03-2025
A1271,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Google,https://logo.clearbit.com/google.com,Machine Learning Engineer,Human Resources,"Node.js, Power BI, SEO",PhD,18-24,7,Yes,1242828,103569,Moderate,Delhi,24-07-2025
A1272,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Adobe,https://logo.clearbit.com/adobe.com,Backend Developer,Education,"Java, Excel, Data Visualization",Diploma,25-34,8,No,,,High,Pune,05-04-2024
A1273,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Zoho,https://logo.clearbit.com/zoho.com,Data Scientist,Manufacturing,"Kubernetes, Power BI, Tableau",Master's Degree,35-44,7,Yes,1293353,107779,Low,Bangalore,27-03-2024
A1274,Intern,Naukri,https://logo.clearbit.com/naukri.com,LTI,https://logo.clearbit.com/lntinfotech.com,Marketing Intern,E-commerce,"Node.js, React, Docker, Kubernetes, Leadership, Digital Marketing",Master's Degree,25-34,0,No,,,Moderate,Mumbai,29-05-2024
A1275,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Adobe,https://logo.clearbit.com/adobe.com,Product Manager,Healthcare,"Kubernetes, Digital Marketing, Java, Excel, Docker, Azure",High School,18-24,6,No,,,Moderate,Delhi,02-10-2025
A1276,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Byjus,https://logo.clearbit.com/byjus.com,Sales Executive,Information Technology,"JavaScript, React, Kubernetes, Python, Tableau, Communication",Bachelor's Degree,35-44,5,No,,,High,Chennai,27-09-2025
A1277,Intern,Internshala,https://logo.clearbit.com/internshala.com,Zomato,https://logo.clearbit.com/zomato.com,Quality Analyst,Finance,"Teamwork, Linux, Git, React, Kubernetes, Communication",Diploma,45-54,2,Yes,491858,40988,High,Ahmedabad,09-09-2025
A1278,Intern,Indeed,https://logo.clearbit.com/indeed.com,Zoho,https://logo.clearbit.com/zoho.com,Marketing Intern,Information Technology,"Communication, Kubernetes, CSS, HTML, Linux, Digital Marketing",PhD,45-54,2,No,,,High,Pune,12-08-2025
A1279,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,HCL,https://logo.clearbit.com/hcltech.com,Product Manager,Marketing,"Excel, JavaScript, Problem Solving, AWS, Leadership, Data Visualization",Master's Degree,35-44,7,No,,,High,Pune,03-07-2024
A1280,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Zomato,https://logo.clearbit.com/zomato.com,Sales Executive,Marketing,"Presentation, Kubernetes, HTML, Java, Power BI, C++",Master's Degree,45-54,1,No,,,Moderate,Delhi,26-05-2025
A1281,Employed,Internshala,https://logo.clearbit.com/internshala.com,Accenture,https://logo.clearbit.com/accenture.com,Product Manager,Information Technology,"HTML, Power BI, Presentation, Tableau",PhD,35-44,6,No,,,Moderate,Noida,16-03-2024
A1282,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Paytm,https://logo.clearbit.com/paytm.com,Data Scientist,Healthcare,"Data Visualization, SQL, Excel, HTML, Teamwork, Git",Bachelor's Degree,25-34,0,Yes,871760,72647,High,Ahmedabad,28-03-2024
A1283,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Ola,https://logo.clearbit.com/olacabs.com,Marketing Intern,Finance,"Problem Solving, Linux, C++",PhD,25-34,4,No,,,Low,Hyderabad,13-02-2025
A1284,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,Data Analyst,Finance,"Docker, Azure, Machine Learning",Diploma,18-24,7,Yes,565079,47090,Low,Noida,15-06-2025
A1285,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,LTI,https://logo.clearbit.com/lntinfotech.com,HR Executive,Human Resources,"Excel, Tableau, SEO, C++, Problem Solving, Machine Learning",Diploma,25-34,4,No,,,High,Ahmedabad,03-06-2024
A1286,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Paytm,https://logo.clearbit.com/paytm.com,Backend Developer,Healthcare,"Power BI, Java, JavaScript, Teamwork, CSS",High School,25-34,4,No,,,High,Mumbai,25-05-2024
A1287,Intern,Internshala,https://logo.clearbit.com/internshala.com,Zoho,https://logo.clearbit.com/zoho.com,Mobile App Developer,E-commerce,"Machine Learning, Digital Marketing, Excel, JavaScript",PhD,18-24,6,No,,,Low,Mumbai,24-03-2025
A1288,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Wipro,https://logo.clearbit.com/wipro.com,DevOps Engineer,Education,"Presentation, HTML, JavaScript",Master's Degree,55+,4,No,,,High,Ahmedabad,24-01-2024
A1289,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Flipkart,https://logo.clearbit.com/flipkart.com,HR Executive,Human Resources,"Data Visualization, Node.js, Communication, Power BI",High School,55+,2,No,,,Moderate,Bangalore,18-04-2025
A1290,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Flipkart,https://logo.clearbit.com/flipkart.com,Marketing Intern,E-commerce,"Tableau, Python, CSS, Git, AWS, SEO",PhD,35-44,5,No,,,High,Noida,29-08-2025
A1291,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Infosys,https://logo.clearbit.com/infosys.com,Sales Executive,Human Resources,"Docker, Leadership, HTML, Presentation",PhD,55+,8,No,,,Low,Hyderabad,05-03-2024
A1292,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Marketing Intern,Finance,"Communication, AWS, SEO, JavaScript, Docker",Master's Degree,55+,7,No,,,Low,Hyderabad,16-05-2025
A1293,Employed,Internshala,https://logo.clearbit.com/internshala.com,Byjus,https://logo.clearbit.com/byjus.com,Data Scientist,E-commerce,"Problem Solving, JavaScript, Excel, Leadership, SEO, Git",Bachelor's Degree,55+,3,No,,,Moderate,Chennai,25-06-2024
A1294,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,LTI,https://logo.clearbit.com/lntinfotech.com,Frontend Developer,Human Resources,"Communication, JavaScript, Azure, Kubernetes",PhD,25-34,1,No,,,Low,Delhi,29-04-2024
A1295,Intern,Internshala,https://logo.clearbit.com/internshala.com,Amazon,https://logo.clearbit.com/amazon.com,Data Scientist,Finance,"Git, React, Problem Solving, Tableau, Power BI, Node.js",High School,55+,7,Yes,1176488,98041,High,Noida,13-05-2025
A1296,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Marketing Intern,Human Resources,"Kubernetes, React, Node.js, Communication, SEO, Git",Master's Degree,25-34,4,Yes,8683,724,Moderate,Bangalore,24-02-2024
A1297,Intern,LinkedIn,https://logo.clearbit.com/linkedin.com,Paytm,https://logo.clearbit.com/paytm.com,Machine Learning Engineer,Education,"Teamwork, Tableau, Data Visualization, Machine Learning",Diploma,25-34,5,Yes,1204595,100383,Moderate,Mumbai,21-05-2025
A1298,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Adobe,https://logo.clearbit.com/adobe.com,Mobile App Developer,Human Resources,"Node.js, Java, Problem Solving, Python, Azure, Kubernetes",Bachelor's Degree,18-24,3,Yes,788693,65724,High,Hyderabad,03-02-2024
A1299,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,DevOps Engineer,Education,"Leadership, SEO, Problem Solving, CSS",Master's Degree,35-44,7,No,,,Low,Noida,22-05-2025
A1300,Employed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Google,https://logo.clearbit.com/google.com,Backend Developer,Human Resources,"Leadership, Data Visualization, Teamwork, Excel, SQL",High School,18-24,7,Yes,893929,74494,Low,Gurugram,27-03-2025
A1301,Unemployed,Naukri,https://logo.clearbit.com/naukri.com,Adobe,https://logo.clearbit.com/adobe.com,Backend Developer,Finance,"Kubernetes, SQL, SEO, Docker",PhD,45-54,0,No,,,Low,Pune,22-12-2024
A1302,Employed,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,HR Executive,Healthcare,"Presentation, CSS, Problem Solving, HTML",High School,25-34,8,Yes,526350,43862,Low,Ahmedabad,25-12-2024
A1303,Employed,Indeed,https://logo.clearbit.com/indeed.com,Flipkart,https://logo.clearbit.com/flipkart.com,Machine Learning Engineer,Healthcare,"Teamwork, AWS, Presentation, SQL",PhD,55+,4,No,,,High,Delhi,06-08-2025
A1304,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Dell,https://logo.clearbit.com/dell.com,Marketing Intern,Information Technology,"HTML, Kubernetes, Problem Solving, Docker, Machine Learning",Master's Degree,55+,1,No,,,High,Gurugram,07-04-2024
A1305,Employed,Indeed,https://logo.clearbit.com/indeed.com,TCS,https://logo.clearbit.com/tcs.com,Product Manager,Education,"HTML, React, Azure, Communication",Bachelor's Degree,45-54,5,No,,,High,Mumbai,10-09-2024
A1306,Freelancer,Indeed,https://logo.clearbit.com/indeed.com,Amazon,https://logo.clearbit.com/amazon.com,Product Manager,Marketing,"Tableau, SEO, Java, Linux, Leadership, Teamwork",Master's Degree,35-44,3,No,,,Low,Delhi,11-06-2025
A1307,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Zomato,https://logo.clearbit.com/zomato.com,Finance Analyst,Human Resources,"Problem Solving, Python, Leadership, CSS, Java",High School,25-34,4,No,,,High,Pune,14-04-2025
A1308,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Data Scientist,Healthcare,"Power BI, Teamwork, AWS, Digital Marketing",High School,45-54,4,Yes,1239925,103327,High,Kolkata,01-10-2024
A1309,Intern,Internshala,https://logo.clearbit.com/internshala.com,Zoho,https://logo.clearbit.com/zoho.com,Machine Learning Engineer,Marketing,"Presentation, Communication, C++, SQL, CSS, JavaScript",Diploma,45-54,6,No,,,Moderate,Kolkata,03-10-2025
A1310,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Google,https://logo.clearbit.com/google.com,Marketing Intern,Education,"SEO, Python, Power BI, AWS, HTML, React",Diploma,45-54,1,No,,,Moderate,Hyderabad,05-11-2024
A1311,Unemployed,Internshala,https://logo.clearbit.com/internshala.com,Wipro,https://logo.clearbit.com/wipro.com,Business Analyst,E-commerce,"Java, Excel, C++, Linux, Node.js",PhD,25-34,5,No,,,Moderate,Noida,23-02-2024
A1312,Employed,Internshala,https://logo.clearbit.com/internshala.com,Accenture,https://logo.clearbit.com/accenture.com,UI/UX Designer,Marketing,"HTML, JavaScript, Python",High School,25-34,6,No,,,Moderate,Hyderabad,06-08-2024
A1313,Unemployed,LinkedIn,https://logo.clearbit.com/linkedin.com,Amazon,https://logo.clearbit.com/amazon.com,HR Executive,Healthcare,"Python, Teamwork, HTML, Communication, JavaScript, Power BI",Diploma,25-34,6,No,,,High,Kolkata,15-05-2024
A1314,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Accenture,https://logo.clearbit.com/accenture.com,Data Scientist,Human Resources,"CSS, Presentation, JavaScript",Diploma,25-34,4,No,,,Low,Mumbai,15-04-2024
A1315,Intern,Internshala,https://logo.clearbit.com/internshala.com,IBM,https://logo.clearbit.com/ibm.com,Machine Learning Engineer,E-commerce,"Leadership, Teamwork, React, Linux, C++, Presentation",Master's Degree,18-24,7,No,,,Moderate,Pune,11-03-2024
A1316,Unemployed,Glassdoor,https://logo.clearbit.com/glassdoor.com,Infosys,https://logo.clearbit.com/infosys.com,Marketing Intern,Manufacturing,"Excel, CSS, AWS, Linux, React, Power BI",PhD,45-54,6,No,,,Low,Mumbai,22-09-2025
A1317,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Wipro,https://logo.clearbit.com/wipro.com,Backend Developer,Human Resources,"Leadership, JavaScript, Problem Solving, CSS",Bachelor's Degree,18-24,4,No,,,High,Gurugram,28-01-2025
A1318,Intern,Indeed,https://logo.clearbit.com/indeed.com,Zoho,https://logo.clearbit.com/zoho.com,Machine Learning Engineer,E-commerce,"Docker, Linux, Java, Azure",Master's Degree,35-44,8,No,,,High,Mumbai,20-07-2025
A1319,Freelancer,Glassdoor,https://logo.clearbit.com/glassdoor.com,Byjus,https://logo.clearbit.com/byjus.com,DevOps Engineer,Marketing,"C++, Kubernetes, AWS",PhD,45-54,8,No,,,Moderate,Noida,14-06-2025
A1320,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Microsoft,https://logo.clearbit.com/microsoft.com,Data Scientist,Information Technology,"Linux, SQL, Presentation, Azure, Digital Marketing",PhD,25-34,0,Yes,1069356,89113,Moderate,Delhi,30-01-2025
A1321,Freelancer,Naukri,https://logo.clearbit.com/naukri.com,Paytm,https://logo.clearbit.com/paytm.com,Frontend Developer,Information Technology,"Excel, Communication, React",Master's Degree,25-34,8,No,,,Low,Gurugram,31-01-2025
A1322,Intern,Indeed,https://logo.clearbit.com/indeed.com,Ola,https://logo.clearbit.com/olacabs.com,Marketing Intern,Manufacturing,"Leadership, Java, Python, Problem Solving, Presentation, Teamwork",Diploma,25-34,2,No,,,Low,Pune,25-09-2024
A1323,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,TCS,https://logo.clearbit.com/tcs.com,Data Scientist,Marketing,"Linux, HTML, Machine Learning, Leadership, Power BI",Diploma,18-24,5,No,,,Moderate,Chennai,09-03-2025
A1324,Freelancer,LinkedIn,https://logo.clearbit.com/linkedin.com,Tech Mahindra,https://logo.clearbit.com/techmahindra.com,Machine Learning Engineer,Finance,"Java, Kubernetes, Machine Learning, AWS, Presentation",Bachelor's Degree,25-34,7,No,,,Moderate,Noida,08-06-2024
A1325,Employed,Internshala,https://logo.clearbit.com/internshala.com,HCL,https://logo.clearbit.com/hcltech.com,Frontend Developer,Healthcare,"HTML, Power BI, CSS, Azure, SQL",Bachelor's Degree,45-54,0,No,,,Low,Bangalore,07-09-2024
A1326,Unemployed,Indeed,https://logo.clearbit.com/indeed.com,Google,https://logo.clearbit.com/google.com,Mobile App Developer,Healthcare,"Kubernetes, C++, CSS",PhD,55+,0,Yes,788441,65703,Moderate,Mumbai,28-06-2024
A1327,Employed,LinkedIn,https://logo.clearbit.com/linkedin.com,Amazon,https://logo.clearbit.com/amazon.com,Data Analyst,Education,"Digital Marketing, Excel, Machine Learning, Presentation",Bachelor's Degree,45-54,1,Yes,411527,34294,Moderate,Pune,22-09-2024
A1328,Freelancer,Internshala,https://logo.clearbit.com/internshala.com,Amazon,https://logo.clearbit.com/amazon.com,Product Manager,Marketing,"Leadership, Python, Communication",Master's Degree,35-44,3,No,,,High,Gurugram,15-03-2025
A1329,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Wipro,https://logo.clearbit.com/wipro.com,Product Manager,E-commerce,"Digital Marketing, SEO, Machine Learning",Bachelor's Degree,45-54,0,No,,,Low,Mumbai,03-01-2025
A1330,Employed,Indeed,https://logo.clearbit.com/indeed.com,LTI,https://logo.clearbit.com/lntinfotech.com,Marketing Intern,Human Resources,"Node.js, Docker, Leadership, JavaScript, Problem Solving",High School,25-34,2,No,,,Low,Kolkata,28-04-2024
A1331,Intern,Glassdoor,https://logo.clearbit.com/glassdoor.com,Infosys,https://logo.clearbit.com/infosys.com,Software Engineer,Manufacturing,"Azure, SQL, Digital Marketing",PhD,45-54,5,No,,,Low,Chennai,07-01-2025
